t,qx,qy,qz,qw
15.3960000000,0.1751184633,0.1275851208,0.7019596632,0.6784601625
15.4200000000,0.1698993233,0.1220453326,0.7044806923,0.6781932696
15.4440000000,0.1646030263,0.1165869722,0.7069989843,0.6778390353
15.4680000000,0.1592479648,0.1112297977,0.7095210769,0.6773830964
15.4880000000,0.1547441330,0.1068479356,0.7116190350,0.6769314005
15.5040000000,0.1511180573,0.1033985123,0.7132848791,0.6765328977
15.5240000000,0.1465659118,0.0991603136,0.7153656205,0.6759716671
15.5440000000,0.1419987584,0.0950049121,0.7174469000,0.6753372231
15.5640000000,0.1374196465,0.0909342357,0.7195287865,0.6746296250
15.5960000000,0.1300920428,0.0846159982,0.7228602491,0.6733418549
15.6120000000,0.1264391341,0.0815516739,0.7245168005,0.6726350241
15.6280000000,0.1228057284,0.0785604444,0.7261731777,0.6718776121
15.6520000000,0.1173846209,0.0741995981,0.7286565056,0.6706526428
15.6720000000,0.1128871249,0.0706656339,0.7307284002,0.6695512455
15.6880000000,0.1093052756,0.0679005916,0.7323873257,0.6686184798
15.7120000000,0.1038108006,0.0636917502,0.7348915923,0.6671589213
15.7320000000,0.0976838107,0.0585763693,0.7370959881,0.6661202492
15.7560000000,0.0862992784,0.0482776926,0.7399618268,0.6653406600
15.7760000000,0.0737500258,0.0366907903,0.7423761452,0.6649002772
15.7960000000,0.0594473499,0.0235516808,0.7446365294,0.6644003086
15.8240000000,0.0384762002,0.0046959010,0.7473551656,0.6632931380
15.8440000000,0.0238947111,-0.0080083831,0.7489711527,0.6621231917
15.8600000000,0.0129174914,-0.0172778825,0.7501047424,0.6609670858
15.8840000000,-0.0020289477,-0.0293704380,0.7516328721,0.6589243404
15.9040000000,-0.0128714975,-0.0376294902,0.7528498838,0.6569896487
15.9240000000,-0.0221217366,-0.0441733100,0.7540958568,0.6549036465
15.9400000000,-0.0284216454,-0.0482594717,0.7551660588,0.6531366297
15.9600000000,-0.0349626236,-0.0520096476,0.7566083990,0.6508581582
15.9760000000,-0.0391188797,-0.0539421585,0.7578640852,0.6490007590
15.9960000000,-0.0429901488,-0.0550699711,0.7595716658,0.6466606760
16.0160000000,-0.0453576369,-0.0547943156,0.7614679979,0.6442877897
16.0400000000,-0.0462775051,-0.0527257074,0.7639923737,0.6414000665
16.0600000000,-0.0456571891,-0.0497889019,0.7662712865,0.6389560250
16.0760000000,-0.0444195482,-0.0468142711,0.7681929890,0.6369575020
16.0920000000,-0.0425885792,-0.0433554416,0.7701814142,0.6349229149
16.1200000000,-0.0382210123,-0.0363967394,0.7737644594,0.6312709346
16.1360000000,-0.0351584351,-0.0319993850,0.7758529814,0.6291200800
16.1560000000,-0.0308840544,-0.0261959498,0.7784819025,0.6263592219
16.1720000000,-0.0271674799,-0.0213598586,0.7805883386,0.6240893607
16.1920000000,-0.0222562466,-0.0151638903,0.7832076471,0.6211767039
16.2080000000,-0.0181814265,-0.0101395118,0.7852814455,0.6187888795
16.2240000000,-0.0140171527,-0.0050839389,0.7873232555,0.6163600931
16.2440000000,-0.0087568179,0.0012215040,0.7898297497,0.6132624173
16.2680000000,-0.0024458949,0.0087074216,0.7927762084,0.6094457169
16.2880000000,0.0027343907,0.0148218392,0.7951727081,0.6061956784
16.3040000000,0.0067892454,0.0196061863,0.7970528598,0.6035530153
16.3240000000,0.0117122755,0.0254327660,0.7993613394,0.6001978391
16.3440000000,0.0164265930,0.0310611664,0.8016257020,0.5967927655
16.3600000000,0.0200261485,0.0354113373,0.8034052162,0.5940412858
16.3760000000,0.0234595928,0.0396171572,0.8051606193,0.5912668648
16.4000000000,0.0282788359,0.0456441356,0.8077550314,0.5870679089
16.4240000000,0.0326712715,0.0513147885,0.8103141361,0.5828296332
16.4440000000,0.0359921630,0.0557577577,0.8124260680,0.5792749957
16.4640000000,0.0389974501,0.0599411439,0.8145241898,0.5757053086
16.4800000000,0.0411724155,0.0631012621,0.8161922639,0.5728466210
16.5040000000,0.0440554759,0.0675325607,0.8186733765,0.5685704625
16.5200000000,0.0457311045,0.0702813448,0.8203258374,0.5657161118
16.5400000000,0.0475826574,0.0735101237,0.8223914869,0.5621426818
16.5600000000,0.0491729533,0.0765169075,0.8244607419,0.5585621440
16.5840000000,0.0507514929,0.0798402580,0.8269552764,0.5542515584
16.6040000000,0.0517963602,0.0823733583,0.8290429893,0.5506536922
16.6240000000,0.0526163656,0.0847054403,0.8311351941,0.5470564830
16.6480000000,0.0533077148,0.0872445750,0.8336492135,0.5427482478
16.6680000000,0.0536385394,0.0891397334,0.8357620423,0.5391463842
16.6840000000,0.0537594602,0.0905204920,0.8374633881,0.5362565007
16.7040000000,0.0537700347,0.0921028757,0.8396063818,0.5326227251
16.7200000000,0.0536796082,0.0932643632,0.8413324833,0.5296979430
16.7480000000,0.0533540878,0.0950965688,0.8443674791,0.5245508023
16.7680000000,0.0530065314,0.0962586724,0.8465528832,0.5208385465
16.7920000000,0.0525285846,0.0975311385,0.8491986405,0.5163236328
16.8160000000,0.0521540245,0.0987647866,0.8518501482,0.5117389957
16.8360000000,0.0519414349,0.0997780538,0.8540623345,0.5078621428
16.8520000000,0.0517950130,0.1005593611,0.8558313365,0.5047353910
16.8680000000,0.0516538083,0.1013109582,0.8575983834,0.5015904570
16.8920000000,0.0514138914,0.1023638737,0.8602528035,0.4968333354
16.9120000000,0.0511656304,0.1031692224,0.8624630172,0.4928445330
16.9320000000,0.0508535304,0.1039055112,0.8646726010,0.4888341807
16.9560000000,0.0503802880,0.1046952489,0.8673262245,0.4839896194
16.9760000000,0.0498948952,0.1052732340,0.8695397109,0.4799257617
